Date,Max,Min,Average,Precipitation
9/15/1951,88,78,83,T
9/16/1951,86,77,81.5,0.62
9/17/1951,87,73,80,0.32
9/18/1951,89,78,83.5,T
9/19/1951,88,77,82.5,0.03
9/20/1951,87,77,82,0.24
9/21/1951,88,78,83,T
9/22/1951,88,74,81,0.93
9/23/1951,88,79,83.5,T
9/24/1951,88,80,84,0.06
9/25/1951,87,78,82.5,0
9/26/1951,89,78,83.5,0
9/27/1951,89,77,83,0
9/28/1951,89,79,84,0.02
9/29/1951,90,79,84.5,0.09
9/30/1951,88,79,83.5,T
10/1/1951,90,77,83.5,T
10/2/1951,89,77,83,0
10/3/1951,92,77,84.5,0.55
10/4/1951,90,73,81.5,6.27
10/5/1951,89,74,81.5,0.04
10/6/1951,90,77,83.5,0
10/7/1951,88,78,83,0.32
10/8/1951,83,74,78.5,2.44
10/9/1951,82,73,77.5,1.86
10/10/1951,85,75,80,0.64
10/11/1951,87,74,80.5,0.01
10/12/1951,86,75,80.5,0.19
10/13/1951,82,74,78,2.23
10/14/1951,87,77,82,0.03
10/15/1951,87,79,83,0.32
10/16/1951,88,78,83,0.04
10/17/1951,90,77,83.5,0.01
10/18/1951,88,76,82,0.04
10/19/1951,89,77,83,T
10/20/1951,89,77,83,T
10/21/1951,88,77,82.5,T
10/22/1951,88,77,82.5,0
10/23/1951,89,77,83,0.3
10/24/1951,88,75,81.5,0.63
10/25/1951,88,77,82.5,0.3
10/26/1951,89,77,83,0.28
10/27/1951,88,75,81.5,0.12
10/28/1951,87,76,81.5,T
10/29/1951,88,78,83,0.19
10/30/1951,88,77,82.5,0.01
10/31/1951,88,78,83,T
11/1/1951,83,73,78,2.61
11/2/1951,87,79,83,0.08
11/3/1951,88,74,81,0.6
11/4/1951,84,72,78,2.61
11/5/1951,M,M,M,M
11/6/1951,87,79,83,0.01
11/7/1951,88,76,82,0.15
11/8/1951,88,77,82.5,0.17
11/9/1951,88,78,83,0
11/10/1951,88,78,83,T
11/11/1951,87,77,82,0.25
11/12/1951,87,77,82,T
11/13/1951,87,77,82,0.03
11/14/1951,89,77,83,T
11/15/1951,89,77,83,T
11/16/1951,88,77,82.5,0.02
11/17/1951,87,78,82.5,0.23
11/18/1951,87,78,82.5,0.02
11/19/1951,89,74,81.5,0.71
11/20/1951,88,79,83.5,T
11/21/1951,87,76,81.5,0.16
11/22/1951,87,77,82,0
11/23/1951,87,76,81.5,0.01
11/24/1951,84,74,79,0.12
11/25/1951,87,75,81,0.26
11/26/1951,82,75,78.5,0.17
11/27/1951,87,77,82,0.4
11/28/1951,87,76,81.5,0.25
11/29/1951,86,76,81,0.02
11/30/1951,86,73,79.5,0.22
12/1/1951,86,76,81,0.38
12/2/1951,87,78,82.5,0.02
12/3/1951,87,74,80.5,0.14
12/4/1951,87,75,81,0.4
12/5/1951,85,76,80.5,0.65
12/6/1951,81,73,77,2.35
12/7/1951,86,77,81.5,0.16
12/8/1951,85,77,81,T
12/9/1951,85,77,81,0.32
12/10/1951,86,76,81,0.29
12/11/1951,85,78,81.5,0.06
12/12/1951,85,79,82,0.01
12/13/1951,87,77,82,0.02
12/14/1951,85,77,81,T
12/15/1951,89,77,83,0.01
12/16/1951,87,76,81.5,0.23
12/17/1951,84,74,79,1.87
12/18/1951,83,73,78,0.01
12/19/1951,84,75,79.5,0.01
12/20/1951,86,76,81,0.02
12/21/1951,86,76,81,0.03
12/22/1951,85,77,81,0
12/23/1951,86,77,81.5,T
12/24/1951,83,77,80,T
12/25/1951,86,75,80.5,0.03
12/26/1951,85,74,79.5,0.06
12/27/1951,86,77,81.5,T
12/28/1951,85,75,80,0.14
12/29/1951,86,77,81.5,0.02
12/30/1951,85,76,80.5,0.03
12/31/1951,86,76,81,0.01
1/1/1952,85,74,79.5,0.41
1/2/1952,86,77,81.5,0.02
1/3/1952,86,75,80.5,0.13
1/4/1952,83,72,77.5,0.11
1/5/1952,84,71,77.5,0.2
1/6/1952,83,74,78.5,0.09
1/7/1952,84,72,78,0.01
1/8/1952,85,75,80,0.05
1/9/1952,85,71,78,0.29
1/10/1952,84,73,78.5,0.01
1/11/1952,84,75,79.5,0
1/12/1952,86,73,79.5,T
1/13/1952,85,75,80,0.04
1/14/1952,85,74,79.5,0.01
1/15/1952,83,74,78.5,0.15
1/16/1952,85,75,80,0.06
1/17/1952,84,75,79.5,0.03
1/18/1952,85,71,78,0.23
1/19/1952,83,75,79,0.06
1/20/1952,85,72,78.5,0.19
1/21/1952,84,74,79,T
1/22/1952,83,75,79,T
1/23/1952,84,73,78.5,T
1/24/1952,84,75,79.5,T
1/25/1952,84,73,78.5,0.01
1/26/1952,85,73,79,0
1/27/1952,83,74,78.5,T
1/28/1952,82,74,78,0.18
1/29/1952,84,73,78.5,0.21
1/30/1952,84,77,80.5,0.03
1/31/1952,85,76,80.5,0.01
2/1/1952,84,78,81,T
2/2/1952,83,75,79,0.17
2/3/1952,83,75,79,0.08
2/4/1952,83,75,79,0.02
2/5/1952,85,74,79.5,0
2/6/1952,85,73,79,T
2/7/1952,85,75,80,0.08
2/8/1952,85,74,79.5,0.01
2/9/1952,85,74,79.5,T
2/10/1952,83,73,78,0.04
2/11/1952,85,74,79.5,0
2/12/1952,86,75,80.5,T
2/13/1952,86,75,80.5,T
2/14/1952,86,75,80.5,T
2/15/1952,84,74,79,T
2/16/1952,87,75,81,T
2/17/1952,86,75,80.5,0
2/18/1952,85,73,79,T
2/19/1952,85,76,80.5,T
2/20/1952,86,74,80,0.05
2/21/1952,83,74,78.5,0.03
2/22/1952,84,75,79.5,T
2/23/1952,85,74,79.5,0.09
2/24/1952,85,73,79,T
2/25/1952,85,74,79.5,0
2/26/1952,84,73,78.5,0.06
2/27/1952,85,75,80,T
2/28/1952,85,72,78.5,0.04
2/29/1952,84,74,79,0
3/1/1952,84,75,79.5,T
3/2/1952,85,76,80.5,0.02
3/3/1952,86,76,81,0
3/4/1952,85,75,80,T
3/5/1952,85,72,78.5,0.11
3/6/1952,85,75,80,T
3/7/1952,85,75,80,T
3/8/1952,85,71,78,0.02
3/9/1952,85,73,79,T
3/10/1952,85,75,80,T
3/11/1952,85,75,80,0.09
3/12/1952,85,75,80,0.05
3/13/1952,86,74,80,T
3/14/1952,85,74,79.5,0
3/15/1952,85,71,78,0.04
3/16/1952,85,73,79,0
3/17/1952,85,73,79,0
3/18/1952,85,72,78.5,T
3/19/1952,85,73,79,0
3/20/1952,86,72,79,0.03
3/21/1952,85,74,79.5,T
3/22/1952,86,73,79.5,0
3/23/1952,86,74,80,T
3/24/1952,90,75,82.5,T
3/25/1952,87,75,81,T
3/26/1952,86,72,79,0.16
3/27/1952,87,73,80,0.01
3/28/1952,84,75,79.5,0.16
3/29/1952,85,76,80.5,0
3/30/1952,86,74,80,0
3/31/1952,85,73,79,T
4/1/1952,86,75,80.5,T
4/2/1952,87,75,81,0
4/3/1952,86,75,80.5,T
4/4/1952,85,75,80,0.02
4/5/1952,85,77,81,T
4/6/1952,87,75,81,0
4/7/1952,87,74,80.5,0
4/8/1952,85,74,79.5,0.16
4/9/1952,85,74,79.5,0.03
4/10/1952,86,75,80.5,0.13
4/11/1952,86,76,81,0.24
4/12/1952,86,75,80.5,T
4/13/1952,87,75,81,0.01
4/14/1952,87,76,81.5,T
4/15/1952,87,74,80.5,0.04
4/16/1952,87,77,82,0.01
4/17/1952,86,75,80.5,T
4/18/1952,87,76,81.5,T
4/19/1952,85,73,79,0.36
4/20/1952,86,77,81.5,0
4/21/1952,87,77,82,T
4/22/1952,86,76,81,0
4/23/1952,87,76,81.5,T
4/24/1952,87,77,82,T
4/25/1952,85,74,79.5,0.02
4/26/1952,86,76,81,0.04
4/27/1952,85,74,79.5,0.36
4/28/1952,86,75,80.5,T
4/29/1952,88,75,81.5,0
4/30/1952,88,76,82,T
5/1/1952,87,77,82,0
5/2/1952,86,76,81,T
5/3/1952,85,74,79.5,0.63
5/4/1952,85,76,80.5,0.22
5/5/1952,87,75,81,0.21
5/6/1952,85,72,78.5,1.46
5/7/1952,86,72,79,0.1
5/8/1952,87,78,82.5,0
5/9/1952,87,78,82.5,0
5/10/1952,87,78,82.5,0.01
5/11/1952,87,78,82.5,0.01
5/12/1952,87,78,82.5,0
5/13/1952,85,77,81,T
5/14/1952,86,77,81.5,T
5/15/1952,87,76,81.5,0.13
5/16/1952,87,77,82,0.05
5/17/1952,88,77,82.5,T
5/18/1952,86,77,81.5,0.04
5/19/1952,86,77,81.5,0.28
5/20/1952,87,78,82.5,0.43
5/21/1952,85,79,82,T
5/22/1952,87,77,82,0.03
5/23/1952,89,77,83,0
5/24/1952,87,78,82.5,T
5/25/1952,87,76,81.5,0.11
5/26/1952,88,78,83,0.09
5/27/1952,87,77,82,0.01
5/28/1952,87,78,82.5,0.08
5/29/1952,84,77,80.5,0.88
5/30/1952,88,78,83,0.04
5/31/1952,86,75,80.5,0.21
6/1/1952,87,76,81.5,0.16
6/2/1952,87,77,82,T
6/3/1952,87,74,80.5,0.35
6/4/1952,88,76,82,0.01
6/5/1952,88,77,82.5,0.05
6/6/1952,86,76,81,0.15
6/7/1952,87,76,81.5,0.18
6/8/1952,85,75,80,0.08
6/9/1952,87,76,81.5,0.07
6/10/1952,86,77,81.5,0.13
6/11/1952,86,77,81.5,0.17
6/12/1952,88,77,82.5,0
6/13/1952,88,79,83.5,T
6/14/1952,87,75,81,0.13
6/15/1952,87,73,80,0.33
6/16/1952,87,79,83,0.12
6/17/1952,87,78,82.5,0
6/18/1952,87,77,82,0
6/19/1952,88,78,83,T
6/20/1952,88,78,83,0.23
6/21/1952,89,76,82.5,0.12
6/22/1952,86,77,81.5,T
6/23/1952,85,78,81.5,0.05
6/24/1952,87,77,82,0.03
6/25/1952,88,77,82.5,0.05
6/26/1952,88,78,83,0.06
6/27/1952,89,78,83.5,0.11
6/28/1952,88,78,83,0.02
6/29/1952,88,78,83,0.02
6/30/1952,87,72,79.5,0.37
7/1/1952,84,74,79,0.97
7/2/1952,88,80,84,0
7/3/1952,88,76,82,0.42
7/4/1952,89,78,83.5,T
7/5/1952,86,76,81,1.9
7/6/1952,84,74,79,0.88
7/7/1952,86,74,80,0.57
7/8/1952,86,76,81,0.01
7/9/1952,85,77,81,0
7/10/1952,89,77,83,0
7/11/1952,89,76,82.5,0
7/12/1952,89,78,83.5,0
7/13/1952,87,78,82.5,T
7/14/1952,87,79,83,0.02
7/15/1952,87,76,81.5,0.71
7/16/1952,86,75,80.5,0.13
7/17/1952,88,79,83.5,T
7/18/1952,88,76,82,0
7/19/1952,85,77,81,T
7/20/1952,87,76,81.5,0.06
7/21/1952,87,76,81.5,0.12
7/22/1952,86,75,80.5,0.52
7/23/1952,88,77,82.5,T
7/24/1952,86,77,81.5,0.22
7/25/1952,86,79,82.5,0.21
7/26/1952,87,78,82.5,0.02
7/27/1952,88,75,81.5,0.37
7/28/1952,86,73,79.5,0.56
7/29/1952,87,75,81,0.13
7/30/1952,87,75,81,0.42
7/31/1952,83,74,78.5,1.12
8/1/1952,83,72,77.5,1.7
8/2/1952,82,73,77.5,0.93
8/3/1952,83,73,78,0.91
8/4/1952,84,74,79,1.03
8/5/1952,86,75,80.5,0.01
8/6/1952,87,73,80,0.22
8/7/1952,88,76,82,0
8/8/1952,87,72,79.5,0.18
8/9/1952,80,73,76.5,1.06
8/10/1952,80,74,77,0.2
8/11/1952,84,75,79.5,0.09
8/12/1952,86,74,80,0.25
8/13/1952,86,73,79.5,0.85
8/14/1952,85,74,79.5,0.19
8/15/1952,85,74,79.5,0.6
8/16/1952,86,73,79.5,0.05
8/17/1952,86,77,81.5,0.17
8/18/1952,86,76,81,0.14
8/19/1952,87,76,81.5,0.54
8/20/1952,87,75,81,0.21
8/21/1952,87,77,82,0.04
8/22/1952,88,76,82,T
8/23/1952,87,76,81.5,0.05
8/24/1952,88,77,82.5,T
8/25/1952,88,79,83.5,T
8/26/1952,87,76,81.5,0.12
8/27/1952,89,78,83.5,0.1
8/28/1952,86,74,80,0.78
8/29/1952,85,76,80.5,0.13
8/30/1952,89,76,82.5,0.4
8/31/1952,88,75,81.5,0.63
9/1/1952,88,76,82,0.14
9/2/1952,84,76,80,0.14
9/3/1952,87,77,82,0.12
9/4/1952,86,75,80.5,0.01
9/5/1952,85,75,80,0.01
9/6/1952,86,76,81,0.11
9/7/1952,85,75,80,0.11
9/8/1952,87,71,79,3.39
9/9/1952,88,71,79.5,0.11
9/10/1952,88,72,80,1.19
9/11/1952,87,76,81.5,0.11
9/12/1952,85,73,79,0.11
9/13/1952,84,74,79,0.59
9/14/1952,86,75,80.5,0.67
9/15/1952,88,77,82.5,0.01
9/16/1952,87,77,82,0.22
9/17/1952,91,75,83,0
9/18/1952,86,75,80.5,0
9/19/1952,86,75,80.5,0
9/20/1952,86,77,81.5,0
9/21/1952,88,78,83,0
9/22/1952,89,77,83,0.17
9/23/1952,83,72,77.5,1.17
9/24/1952,88,73,80.5,0.07
9/25/1952,86,74,80,0.08
9/26/1952,88,75,81.5,0.14
9/27/1952,82,76,79,1.56
9/28/1952,84,74,79,1.23
9/29/1952,79,73,76,2.03
9/30/1952,86,73,79.5,1.25
10/1/1952,85,74,79.5,0.01
10/2/1952,86,75,80.5,0.78
10/3/1952,86,76,81,0.27
10/4/1952,85,74,79.5,0.15
10/5/1952,87,75,81,1.38
10/6/1952,84,76,80,0.03
10/7/1952,85,74,79.5,0.78
10/8/1952,85,74,79.5,0.09
10/9/1952,83,71,77,1.52
10/10/1952,82,74,78,0.27
10/11/1952,85,75,80,0.86
10/12/1952,87,76,81.5,0.05
10/13/1952,87,75,81,0.4
10/14/1952,85,76,80.5,0.17
10/15/1952,87,78,82.5,0.05
10/16/1952,83,76,79.5,0.14
10/17/1952,86,73,79.5,1.18
10/18/1952,85,75,80,0.05
10/19/1952,85,76,80.5,0.32
10/20/1952,87,76,81.5,0.01
10/21/1952,85,74,79.5,2.07
10/22/1952,86,77,81.5,0.42
10/23/1952,87,77,82,0.06
10/24/1952,83,76,79.5,0.39
10/25/1952,84,73,78.5,0.13
10/26/1952,85,75,80,0.09
10/27/1952,85,76,80.5,0
10/28/1952,86,77,81.5,0
10/29/1952,88,77,82.5,0.06
10/30/1952,79,74,76.5,1.56
10/31/1952,85,76,80.5,0.08
11/1/1952,87,77,82,0
11/2/1952,87,76,81.5,T
11/3/1952,85,75,80,T
11/4/1952,86,75,80.5,0.27
11/5/1952,86,74,80,1.51
11/6/1952,85,77,81,0.02
11/7/1952,85,76,80.5,0.07
11/8/1952,86,74,80,2.07
11/9/1952,80,74,77,1
11/10/1952,85,75,80,0.46
11/11/1952,84,74,79,0.1
11/12/1952,86,74,80,0.48
11/13/1952,85,74,79.5,0.53
11/14/1952,88,76,82,0.01
11/15/1952,86,75,80.5,0.11
11/16/1952,81,72,76.5,1
11/17/1952,86,76,81,0.41
11/18/1952,84,75,79.5,0.19
11/19/1952,86,75,80.5,0.04
11/20/1952,85,74,79.5,1.36
11/21/1952,84,77,80.5,0.58
11/22/1952,82,77,79.5,0.18
11/23/1952,82,73,77.5,0.87
11/24/1952,87,75,81,0.03
11/25/1952,84,75,79.5,0.14
11/26/1952,85,75,80,T
11/27/1952,86,74,80,0.06
11/28/1952,84,76,80,0.47
11/29/1952,86,75,80.5,0.59
11/30/1952,85,76,80.5,0.01
12/1/1952,86,76,81,0.4
12/2/1952,86,76,81,0.1
12/3/1952,86,74,80,0.13
12/4/1952,84,76,80,0.08
12/5/1952,89,74,81.5,0.06
12/6/1952,85,73,79,0.57
12/7/1952,83,73,78,0.76
12/8/1952,86,76,81,T
12/9/1952,86,75,80.5,0.27
12/10/1952,86,75,80.5,0.38
12/11/1952,84,74,79,0.15
12/12/1952,86,74,80,0.07
12/13/1952,84,75,79.5,0.09
12/14/1952,87,75,81,0.17
12/15/1952,85,74,79.5,0.02
12/16/1952,85,76,80.5,0.01
12/17/1952,86,78,82,T
12/18/1952,85,75,80,0.3
12/19/1952,86,77,81.5,0.07
12/20/1952,84,75,79.5,0.08
12/21/1952,86,73,79.5,0.14
12/22/1952,86,75,80.5,0.04
12/23/1952,85,72,78.5,0.59
12/24/1952,84,75,79.5,0
12/25/1952,86,75,80.5,0.08
12/26/1952,85,75,80,0.01
12/27/1952,85,73,79,0.43
12/28/1952,86,74,80,0.21
12/29/1952,84,73,78.5,0.07
12/30/1952,84,75,79.5,T
12/31/1952,82,74,78,3.17
1/1/1953,84,79,81.5,0.15
1/2/1953,85,76,80.5,0.23
1/3/1953,84,74,79,0
1/4/1953,85,74,79.5,T
1/5/1953,81,74,77.5,0.06
1/6/1953,88,73,80.5,0
1/7/1953,85,74,79.5,0
1/8/1953,85,76,80.5,0.02
1/9/1953,84,76,80,0
1/10/1953,86,78,82,0
1/11/1953,84,76,80,0
1/12/1953,85,75,80,0
1/13/1953,84,74,79,0.01
1/14/1953,85,74,79.5,T
1/15/1953,84,76,80,T
1/16/1953,84,76,80,T
1/17/1953,83,72,77.5,0.13
1/18/1953,85,74,79.5,0
1/19/1953,84,75,79.5,0
1/20/1953,85,75,80,T
1/21/1953,83,74,78.5,0.15
1/22/1953,84,72,78,0
1/23/1953,81,72,76.5,0.3
1/24/1953,80,70,75,0.02
1/25/1953,84,74,79,0
1/26/1953,85,73,79,0
1/27/1953,84,74,79,0.2
1/28/1953,84,73,78.5,T
1/29/1953,83,73,78,0.14
1/30/1953,82,74,78,0.12
1/31/1953,83,74,78.5,0.04
2/1/1953,83,73,78,0
2/2/1953,84,73,78.5,0.03
2/3/1953,82,72,77,0.09
2/4/1953,82,72,77,0.02
2/5/1953,82,73,77.5,0
2/6/1953,84,73,78.5,0.46
2/7/1953,82,74,78,0.56
2/8/1953,82,74,78,0.22
2/9/1953,83,75,79,0.08
2/10/1953,83,74,78.5,0.06
2/11/1953,82,70,76,0.12
2/12/1953,84,75,79.5,0.54
2/13/1953,84,74,79,0.01
2/14/1953,83,75,79,T
2/15/1953,85,75,80,T
2/16/1953,85,75,80,0.05
2/17/1953,84,75,79.5,T
2/18/1953,84,74,79,0.01
2/19/1953,85,73,79,0.02
2/20/1953,83,74,78.5,0.05
2/21/1953,84,74,79,0.33
2/22/1953,78,71,74.5,5.88
2/23/1953,82,72,77,0.57
2/24/1953,83,75,79,T
2/25/1953,85,73,79,0.05
2/26/1953,87,73,80,0.04
2/27/1953,84,73,78.5,0.02
2/28/1953,83,72,77.5,0
3/1/1953,86,73,79.5,0.03
3/2/1953,86,76,81,0.02
3/3/1953,85,75,80,0.05
3/4/1953,83,72,77.5,0.35
3/5/1953,85,72,78.5,0.1
3/6/1953,85,73,79,0.09
3/7/1953,84,75,79.5,0.02
3/8/1953,83,73,78,0.03
3/9/1953,83,76,79.5,0.03
3/10/1953,84,72,78,0.13
3/11/1953,84,72,78,0.02
3/12/1953,84,75,79.5,T
3/13/1953,84,74,79,T
3/14/1953,83,76,79.5,T
3/15/1953,84,74,79,0.01
3/16/1953,84,76,80,0
3/17/1953,85,75,80,0
3/18/1953,84,74,79,0.13
3/19/1953,85,74,79.5,0
3/20/1953,85,73,79,0.35
3/21/1953,85,75,80,0
3/22/1953,86,74,80,0.02
3/23/1953,85,74,79.5,0.11
3/24/1953,85,73,79,0
3/25/1953,83,73,78,0
3/26/1953,85,74,79.5,0
3/27/1953,84,73,78.5,0
3/28/1953,85,75,80,0
3/29/1953,85,75,80,0.01
3/30/1953,85,76,80.5,0.01
3/31/1953,84,74,79,T
4/1/1953,85,75,80,0.1
4/2/1953,85,75,80,T
4/3/1953,84,76,80,T
4/4/1953,86,76,81,0.01
4/5/1953,86,76,81,T
4/6/1953,85,75,80,0.05
4/7/1953,84,78,81,0.03
4/8/1953,85,76,80.5,0
4/9/1953,86,73,79.5,0
4/10/1953,84,74,79,0
4/11/1953,87,72,79.5,T
4/12/1953,85,75,80,0.37
4/13/1953,86,75,80.5,0.06
4/14/1953,86,75,80.5,0.02
4/15/1953,85,77,81,T
4/16/1953,84,76,80,0
4/17/1953,86,77,81.5,0
4/18/1953,85,76,80.5,T
4/19/1953,83,77,80,T
4/20/1953,85,76,80.5,0.02
4/21/1953,85,77,81,T
4/22/1953,86,78,82,0
4/23/1953,84,77,80.5,T
4/24/1953,85,76,80.5,0.01
4/25/1953,85,75,80,0
4/26/1953,85,75,80,0
4/27/1953,86,77,81.5,0
4/28/1953,87,77,82,T
4/29/1953,87,74,80.5,T
4/30/1953,87,76,81.5,T
5/1/1953,86,75,80.5,0.07
5/2/1953,86,77,81.5,0.29
5/3/1953,86,75,80.5,0
5/4/1953,86,76,81,0
5/5/1953,85,77,81,0
5/6/1953,85,77,81,0.1
5/7/1953,85,75,80,0.37
5/8/1953,86,76,81,0
5/9/1953,86,75,80.5,T
5/10/1953,86,76,81,0
5/11/1953,87,75,81,T
5/12/1953,87,78,82.5,T
5/13/1953,87,77,82,T
5/14/1953,88,75,81.5,T
5/15/1953,87,77,82,0.03
5/16/1953,86,75,80.5,0.01
5/17/1953,87,76,81.5,0.04
5/18/1953,86,75,80.5,0.43
5/19/1953,86,74,80,0.3
5/20/1953,86,75,80.5,0.02
5/21/1953,88,76,82,T
5/22/1953,85,75,80,0.04
5/23/1953,86,75,80.5,T
5/24/1953,86,76,81,0.12
5/25/1953,87,76,81.5,0
5/26/1953,85,76,80.5,T
5/27/1953,88,77,82.5,0.01
5/28/1953,88,79,83.5,0
5/29/1953,88,78,83,0.32
5/30/1953,86,73,79.5,0.08
5/31/1953,87,77,82,T
6/1/1953,88,76,82,T
6/2/1953,88,77,82.5,T
6/3/1953,88,79,83.5,0
6/4/1953,87,79,83,0
6/5/1953,88,75,81.5,0.05
6/6/1953,88,76,82,0.02
6/7/1953,88,78,83,0.03
6/8/1953,87,78,82.5,0
6/9/1953,89,76,82.5,0
6/10/1953,88,77,82.5,0
6/11/1953,89,77,83,0
6/12/1953,88,77,82.5,0
6/13/1953,86,77,81.5,0
6/14/1953,88,78,83,0
6/15/1953,88,76,82,0.01
6/16/1953,88,79,83.5,0.01
6/17/1953,88,77,82.5,0.01
6/18/1953,88,75,81.5,0.03
6/19/1953,88,74,81,0
6/20/1953,87,76,81.5,0.07
6/21/1953,88,76,82,0.12
6/22/1953,87,76,81.5,0.36
6/23/1953,87,75,81,0.2
6/24/1953,88,77,82.5,0.05
6/25/1953,88,77,82.5,0.05
6/26/1953,88,76,82,T
6/27/1953,88,78,83,0.05
6/28/1953,85,75,80,0.5
6/29/1953,84,75,79.5,0.2
6/30/1953,86,79,82.5,T
7/1/1953,88,78,83,0
7/2/1953,88,78,83,0
7/3/1953,86,77,81.5,0.04
7/4/1953,88,77,82.5,0.18
7/5/1953,88,77,82.5,0.03
7/6/1953,88,75,81.5,0.23
7/7/1953,87,77,82,0.07
7/8/1953,88,77,82.5,T
7/9/1953,88,77,82.5,0
7/10/1953,87,76,81.5,T
7/11/1953,86,76,81,0.83
7/12/1953,86,75,80.5,1.15
7/13/1953,88,76,82,0.06
7/14/1953,87,73,80,0.24
7/15/1953,87,75,81,0.15
7/16/1953,86,73,79.5,1.04
7/17/1953,85,72,78.5,0.43
7/18/1953,88,73,80.5,0.53
7/19/1953,85,79,82,0.03
7/20/1953,88,75,81.5,0.01
7/21/1953,89,78,83.5,0.03
7/22/1953,86,77,81.5,0.04
7/23/1953,92,80,86,T
7/24/1953,86,78,82,0.02
7/25/1953,88,78,83,T
7/26/1953,89,75,82,2.14
7/27/1953,88,76,82,T
7/28/1953,88,78,83,T
7/29/1953,90,78,84,0.01
7/30/1953,88,79,83.5,0.01
7/31/1953,90,78,84,0.03
8/1/1953,89,77,83,0.01
8/2/1953,88,79,83.5,0.07
8/3/1953,87,75,81,T
8/4/1953,89,78,83.5,0
8/5/1953,87,78,82.5,T
8/6/1953,88,77,82.5,0.16
8/7/1953,89,78,83.5,T
8/8/1953,86,77,81.5,0.01
8/9/1953,86,76,81,0.36
8/10/1953,82,76,79,1.72
8/11/1953,83,72,77.5,5.53
8/12/1953,85,72,78.5,2.45
8/13/1953,86,71,78.5,0.3
8/14/1953,88,75,81.5,T
8/15/1953,86,74,80,1.13
8/16/1953,83,75,79,1.29
8/17/1953,84,74,79,0.54
8/18/1953,81,72,76.5,1.79
8/19/1953,80,74,77,0.07
8/20/1953,87,76,81.5,0
8/21/1953,88,77,82.5,0
8/22/1953,89,77,83,0
8/23/1953,89,77,83,0.03
8/24/1953,81,73,77,1.68
8/25/1953,86,76,81,0.01
8/26/1953,89,77,83,0
8/27/1953,88,77,82.5,0.08
8/28/1953,80,73,76.5,4.11
8/29/1953,80,72,76,0.63
8/30/1953,85,72,78.5,1.32
8/31/1953,86,77,81.5,T
9/1/1953,88,78,83,0
9/2/1953,87,76,81.5,1.55
9/3/1953,88,76,82,0
9/4/1953,77,76,76.5,0.02
9/5/1953,88,76,82,0.02
9/6/1953,M,M,M,M
9/7/1953,88,78,83,T
9/8/1953,89,77,83,0.02
9/9/1953,90,76,83,0.21
9/10/1953,87,78,82.5,0.03
9/11/1953,87,78,82.5,0.15
9/12/1953,87,73,80,0.35
9/13/1953,89,77,83,0
9/14/1953,88,77,82.5,0
9/15/1953,86,77,81.5,0.17
9/16/1953,89,75,82,0.13
9/17/1953,89,77,83,0.05
9/18/1953,82,75,78.5,1.16
9/19/1953,84,76,80,1.22
9/20/1953,84,76,80,0.5
9/21/1953,84,74,79,1.32
9/22/1953,87,73,80,0
9/23/1953,88,76,82,0.28
9/24/1953,88,75,81.5,0.02
9/25/1953,82,73,77.5,0.86
9/26/1953,84,73,78.5,1.25
9/27/1953,89,76,82.5,0.07
9/28/1953,85,76,80.5,0.42
9/29/1953,85,77,81,0.03
9/30/1953,87,77,82,T
10/1/1953,88,77,82.5,0.1
10/2/1953,87,77,82,T
10/3/1953,89,75,82,0
10/4/1953,87,78,82.5,0.02
10/5/1953,89,77,83,T
10/6/1953,88,78,83,0.02
10/7/1953,88,76,82,0.46
10/8/1953,89,76,82.5,0
10/9/1953,87,76,81.5,T
10/10/1953,88,78,83,0
10/11/1953,87,77,82,0.16
10/12/1953,88,74,81,0.42
10/13/1953,90,76,83,0.02
10/14/1953,84,74,79,1.03
10/15/1953,79,70,74.5,15.48
10/16/1953,79,74,76.5,4.69
10/17/1953,83,74,78.5,1.02
10/18/1953,87,75,81,0.46
10/19/1953,84,76,80,1.14
10/20/1953,89,75,82,0.37
10/21/1953,88,77,82.5,0.07
10/22/1953,88,79,83.5,T
10/23/1953,87,77,82,0.25
10/24/1953,89,80,84.5,0
10/25/1953,89,79,84,T
10/26/1953,88,77,82.5,T
10/27/1953,88,77,82.5,T
10/28/1953,88,76,82,0.63
10/29/1953,84,77,80.5,0.13
10/30/1953,86,78,82,T
10/31/1953,87,78,82.5,0
11/1/1953,87,77,82,0.07
11/2/1953,89,77,83,0.04
11/3/1953,87,76,81.5,0.13
11/4/1953,87,79,83,0.03
11/5/1953,88,77,82.5,0.02
11/6/1953,87,77,82,0.18
11/7/1953,88,77,82.5,0
11/8/1953,88,78,83,0.13
11/9/1953,86,78,82,0.07
11/10/1953,88,72,80,0.93
11/11/1953,87,77,82,0.51
11/12/1953,81,73,77,1.88
11/13/1953,80,72,76,3.47
11/14/1953,86,78,82,0.06
11/15/1953,86,77,81.5,0.15
11/16/1953,86,76,81,0.1
11/17/1953,88,77,82.5,0
11/18/1953,88,76,82,0.02
11/19/1953,86,76,81,0.1
11/20/1953,87,75,81,0.15
11/21/1953,87,74,80.5,0.16
11/22/1953,87,74,80.5,0.02
11/23/1953,87,77,82,0.04
11/24/1953,86,74,80,2.12
11/25/1953,86,75,80.5,0.24
11/26/1953,87,78,82.5,0.04
11/27/1953,85,78,81.5,0.05
11/28/1953,87,78,82.5,0
11/29/1953,87,77,82,T
11/30/1953,83,73,78,0.92
